instruction,input,output
Terjemahkan ke bahasa Indonesia baku.,Tertib ko sip ko pu manis itu bos,"Rapi, keren, manis banget kamu"
Terjemahkan ke bahasa Indonesia baku.,Andalan apa bilang cocok masuk list idola yang begini yaswar demi Tuhan sa tra mau tolak,"Tipe seperti ini cocok masuk daftar idolaku, demi Tuhan aku tak akan menolak"
Terjemahkan ke bahasa Indonesia baku.,Bisa kah ko terima ini sebagai kenyataan,Bisakah kamu menerima ini sebagai kenyataan
Terjemahkan ke bahasa Indonesia baku.,Sa tau ko pu perasaan di saat sperti ini,Aku tahu perasaanmu di saat seperti ini
Terjemahkan ke bahasa Indonesia baku.,Cuma ko ada jauh,Hanya saja kamu berada jauh
Terjemahkan ke bahasa Indonesia baku.,Bukan tra bisa jumpa sayang,"Bukan tidak bisa bertemu, sayang"
Terjemahkan ke bahasa Indonesia baku.,Bisakah ko terima ini sebagai kenyataan,Bisakah kamu menerima ini sebagai kenyataan
Terjemahkan ke bahasa Indonesia baku.,Sa tau ko pu perasaan disaat sperti ini,Aku tahu perasaanmu di saat seperti ini
Terjemahkan ke bahasa Indonesia baku.,Bujuk pelan rindu yang menikam,Redakan perlahan rasa rindu yang menusuk
Terjemahkan ke bahasa Indonesia baku.,Anggap saja ini sebatas cobaan,Anggap saja ini hanya sebuah cobaan
Terjemahkan ke bahasa Indonesia baku.,Curiga dan coba percaya saja,Jangan curiga dan cobalah percaya
Terjemahkan ke bahasa Indonesia baku.,Bila ko bertanya tentang sa pu rasa,Jika kamu bertanya tentang perasaanku
Terjemahkan ke bahasa Indonesia baku.,Sio sa jawab akan saat nanti tong jumpa,Nanti akan kujawab saat kita bertemu
Terjemahkan ke bahasa Indonesia baku.,Jang hilang hilang sabar eh sayang,"Jangan menghilang, tetaplah sabar, sayang"
Terjemahkan ke bahasa Indonesia baku.,Ko tra tau de pu rasa bagaimana,Kau tidak tahu bagaimana perasaannya
Terjemahkan ke bahasa Indonesia baku.,Ko tra tau sakit ini bagaimana,Kau tidak tahu bagaimana sakit ini
Terjemahkan ke bahasa Indonesia baku.,Saat sa tau ko deng dia,Saat aku tahu kau dengan dia
Terjemahkan ke bahasa Indonesia baku.,Satu botol habis ini karna ko,Satu botol habis karena kamu
Terjemahkan ke bahasa Indonesia baku.,Tra perlu bicara cukup sa mabo,"Tak perlu bicara, cukup aku mabuk"
Terjemahkan ke bahasa Indonesia baku.,Fly tingkat tinggi habis tambah lagi (Nana nana na..),Terbang tinggi habis tambah lagi (Nana nana na..)
Terjemahkan ke bahasa Indonesia baku.,Sa jaga stenga mati dari pagi sampe malam,Aku menjaga setengah mati dari pagi sampai malam
Terjemahkan ke bahasa Indonesia baku.,Sa harus terima semua keputusan,Aku harus menerima semua keputusan
Terjemahkan ke bahasa Indonesia baku.,Ko su ada dia jadi kemang pantasan,Kau sudah bersama dia jadi memang pantas
Terjemahkan ke bahasa Indonesia baku.,Su kubur harapan trada lagi cerita,"Sudah kubur harapan, tak ada lagi cerita"
Terjemahkan ke bahasa Indonesia baku.,Memang harus fly biar sa tenang,Memang harus terbang agar aku tenang
Terjemahkan ke bahasa Indonesia baku.,Tak percaya semua ini kan sa kenang,Tak percaya semua ini akan aku kenang
Terjemahkan ke bahasa Indonesia baku.,Dan sa sadar ini bodoh,Dan aku sadar ini bodoh
Terjemahkan ke bahasa Indonesia baku.,Dong lihat sa susah dong tambah ludah,"Mereka lihat aku susah, mereka malah menambah hinaan"
Terjemahkan ke bahasa Indonesia baku.,Dong tinggal mo rancang rancang saya,Mereka hanya sibuk mengatur-atur saya
Terjemahkan ke bahasa Indonesia baku.,Sa pu semuanya dong tinggal mo bicara,Semua hal tentangku mereka cuma bisa bicarakan
Terjemahkan ke bahasa Indonesia baku.,Walaupun dong pu hidup sengsara,Padahal hidup mereka sendiri sengsara
Terjemahkan ke bahasa Indonesia baku.,Mungkin su jadi hobby jalan cerita orang,Mungkin sudah jadi hobi menyebar cerita orang
Terjemahkan ke bahasa Indonesia baku.,Kasihan mungkin su trada cara,"Kasihan, mungkin memang tak punya cara lain"
Terjemahkan ke bahasa Indonesia baku.,Mau jalan c'rita sa,Tapi masih mau ceritakan tentang aku
Terjemahkan ke bahasa Indonesia baku.,Oh mungkin iri ka apa,Oh mungkin iri atau bagaimana
Terjemahkan ke bahasa Indonesia baku.,Jadi jalan umbar umbar,Jadi menyebar gosip ke mana-mana
Terjemahkan ke bahasa Indonesia baku.,Kasihan ko tra dapat sa itu ko dengar,"Kasihan, yang kau dengar belum tentu benar"
Terjemahkan ke bahasa Indonesia baku.,Dong lihat sa susah dong tambah ludah,"Mereka lihat aku susah, malah makin menghina"
Terjemahkan ke bahasa Indonesia baku.,Dong tinggal mo rancang rancang saya,Mereka hanya suka mengatur-atur saya
Terjemahkan ke bahasa Indonesia baku.,Karna ko yang terakhir dalam sa pu love,Karena kamu yang terakhir dalam cinta saya
Terjemahkan ke bahasa Indonesia baku.,Dan tra kan pernah sa mo off,Dan saya tidak akan pernah berhenti mencintaimu
Terjemahkan ke bahasa Indonesia baku.,Tapi ko sang pionir,Tapi kamu yang paling utama
Terjemahkan ke bahasa Indonesia baku.,Semakin banyak kisah yang torang ukir,Semakin banyak kisah yang kita ukir bersama
Terjemahkan ke bahasa Indonesia baku.,Lebih kental dari lendir,Lebih kuat dari apa pun
Terjemahkan ke bahasa Indonesia baku.,Dalam akhir bait sa mo bilang,Di akhir lagu ini saya mau bilang
Terjemahkan ke bahasa Indonesia baku.,Sa tra kan mo pergi kas tinggal,Saya tidak akan pergi meninggalkanmu
Terjemahkan ke bahasa Indonesia baku.,"Trakan, trakan pernah sa mo main akal",Tidak akan pernah saya main-main
Terjemahkan ke bahasa Indonesia baku.,Cuma koi dalam sa pu hati,Hanya kamu di dalam hati saya
Terjemahkan ke bahasa Indonesia baku.,"Tra kan sa mo ganti, pasti sa tepati","Tidak akan saya ganti, pasti saya tepati"
Terjemahkan ke bahasa Indonesia baku.,Sa bukan hanya janji tapi sa tepati,"Ini bukan cuma janji, tapi akan saya buktikan"
Terjemahkan ke bahasa Indonesia baku.,Rasa ini full su tra bisa lagi surut,"Rasa ini penuh, tidak bisa berkurang lagi"
Terjemahkan ke bahasa Indonesia baku.,Dan jangan pernah pigi dari sa..,Dan jangan pernah pergi dari saya..
Terjemahkan ke bahasa Indonesia baku.,Jarang-jarang sa niat begini,Jarang-jarang aku berniat seperti ini
Terjemahkan ke bahasa Indonesia baku.,Tolong ko percaya satu kali,Tolong kamu percaya sekali saja
Terjemahkan ke bahasa Indonesia baku.,Sio sama koi oke baby,"Kalau sama kamu, oke sayang"
Terjemahkan ke bahasa Indonesia baku.,Nanti sa masuk kali,Nanti aku bisa kena masalah
Terjemahkan ke bahasa Indonesia baku.,Berawal dari cinta yang kemari,Berawal dari cinta yang datang ke sini
Terjemahkan ke bahasa Indonesia baku.,Ko rancang habis sa pake gaya stelan mandarin,"Kamu rancang semuanya, aku pakai gaya setelan Mandarin"
Terjemahkan ke bahasa Indonesia baku.,Ko tangkap basah pas mata su warna merah,Kamu menangkapnya saat mata sudah merah
Terjemahkan ke bahasa Indonesia baku.,Mo menyangkal juga tapi sa su tra bisa,Mau menyangkal pun aku sudah tak bisa
Terjemahkan ke bahasa Indonesia baku.,Dapat seret pulang auto jadi orang belakang,Dibawa pulang jadi orang yang kalah
Terjemahkan ke bahasa Indonesia baku.,Mata kaca minta maaf janji sa trakan ulang,"Dengan mata berkaca, minta maaf; aku berjanji tak ulangi"
Terjemahkan ke bahasa Indonesia baku.,"Sa pun niat baik, mungkin ini yang terbaik","Aku juga punya niat baik, mungkin ini yang terbaik"
Terjemahkan ke bahasa Indonesia baku.,"Sa maitua lebih baik, wangi wiro tra menarik",Orangtuaku lebih baik; bau minuman itu tidak menarik
Terjemahkan ke bahasa Indonesia baku.,Ini su tra bisa lagi,Ini sudah tidak bisa lagi
Terjemahkan ke bahasa Indonesia baku.,Jangan salah sangka kawan bukan mo hindari,"Jangan salah sangka, kawan bukan mau menghindar"
Terjemahkan ke bahasa Indonesia baku.,Tra bisa pegang gelas itu sa sudah janji,"Aku tidak bisa pegang gelas itu, aku sudah berjanji"
Terjemahkan ke bahasa Indonesia baku.,Dan sekarang kawan kam stop ajak-ajak sa lagi,Dan sekarang kawan-kawanmu berhenti mengajakku lagi
Terjemahkan ke bahasa Indonesia baku.,Nih oke kawan kam dengar,"Baiklah, kawan, kalian dengar ini"
Terjemahkan ke bahasa Indonesia baku.,Kode jarak jauh angkat gelas kam jang antar,"Kode jarak jauh: angkat gelas, jangan antar lagi"
Terjemahkan ke bahasa Indonesia baku.,Sa tra bisa lagi mo melawan atau langgar,Aku tidak bisa lagi melawan atau melanggar
Terjemahkan ke bahasa Indonesia baku.,Bukannya takut tapi sa maitua ancam awas dapat bakar,"Bukan karena takut, tapi orangtuaku mengancam akan menghukum"
Terjemahkan ke bahasa Indonesia baku.,Sa trakan ingkari karna ko itu sa baby,Aku takkan mengingkari karena kamu itu sayangku
Terjemahkan ke bahasa Indonesia baku.,Baku rangkul cinta sa pikul,Aku akan memeluk dan memikul cintaku
Terjemahkan ke bahasa Indonesia baku.,Ko pu foto ada di sa sampul,Foto kamu ada di sampulku
Terjemahkan ke bahasa Indonesia baku.,Karna sa maetua lebih ganas dari singa-singa,Karena orangtuaku lebih galak dari singa
Terjemahkan ke bahasa Indonesia baku.,Jang ada mau pele itu bisa nanti ko terjun basah,"Jangan sampai melakukan itu, nanti kamu akan jatuh"
Terjemahkan ke bahasa Indonesia baku.,Trakan mabuk lagi kawan,"Tidak akan mabuk lagi, kawan"
Terjemahkan ke bahasa Indonesia baku.,Sorry tra bisa karna sa tramau untuk melawan,Maaf tidak bisa karena aku takut melawan
Terjemahkan ke bahasa Indonesia baku.,Maaf kawan sa trakan mau lagi melanggar,"Maaf kawan, aku tidak mau melanggar lagi"
Terjemahkan ke bahasa Indonesia baku.,Bah kawan sa maetua orang salah,"Aduh kawan, orangtuaku salah paham"
Terjemahkan ke bahasa Indonesia baku.,Kalau sa langgar dapat tampar sampe kena pagar,"Jika aku melanggar, bisa kena tampar sampai tersingkir"
Terjemahkan ke bahasa Indonesia baku.,"Sering ko tanya, kenapa sa begini?","Sering kamu bertanya, kenapa saya begini?"
Terjemahkan ke bahasa Indonesia baku.,"Ko juga punya hati, pasti ko mengerti ini","Kamu juga punya hati, pasti kamu mengerti ini."
Terjemahkan ke bahasa Indonesia baku.,"Jauh ko di mata, sa hanya kenang di hati","Kamu jauh di mata, hanya saya kenang di hati."
Terjemahkan ke bahasa Indonesia baku.,"Bersandar deng harap, sa berdoa","Bersandar dengan harapan, saya berdoa."
Terjemahkan ke bahasa Indonesia baku.,Sa rindu ko yang bikin sa begini,Saya rindu kamu yang membuat saya seperti ini.
Terjemahkan ke bahasa Indonesia baku.,Lihat ko deng dorang senyum bahagia,Melihat kamu dan mereka tersenyum bahagia.
Terjemahkan ke bahasa Indonesia baku.,Sa harap ko bisa tetap setia,Saya harap kamu bisa tetap setia.
Terjemahkan ke bahasa Indonesia baku.,Jaga hubungan yang tong janji selamanya,Jagalah hubungan yang sudah kita janjikan selamanya.
Terjemahkan ke bahasa Indonesia baku.,Cinta harus kuat dan sabar menunggu,Cinta harus kuat dan sabar menunggu.
Terjemahkan ke bahasa Indonesia baku.,Rindu ini biar sa curhat di lagu,Rindu ini biar saya curahkan dalam lagu.
Terjemahkan ke bahasa Indonesia baku.,Sedih dan galau datang mengganggu,Sedih dan galau datang mengganggu.
Terjemahkan ke bahasa Indonesia baku.,Biar sa begini tra usah ko ragu,"Biar saya begini, kamu jangan ragu."
Terjemahkan ke bahasa Indonesia baku.,Susah deng dorang yang lihat ko senyum,Sulit rasanya melihat kamu tersenyum dengan mereka.
Terjemahkan ke bahasa Indonesia baku.,Sudah ko mengerti ataukah belum?,Apakah kamu sudah mengerti atau belum?
Terjemahkan ke bahasa Indonesia baku.,Barang ini yang bikin sa begini,Hal inilah yang membuat saya seperti ini.
Terjemahkan ke bahasa Indonesia baku.,Lama tak bersama rindu yang hantui rasa,"Lama tak bersama, rindu menghantui perasaan."
Terjemahkan ke bahasa Indonesia baku.,Lupa jarak yang aku peluk angan tapi tak bisa-bisa,"Melupakan jarak, memeluk angan tapi tetap tak bisa."
Terjemahkan ke bahasa Indonesia baku.,Bibir ucap rindu jarak yang buat sa jadi bisu,"Bibir mengucap rindu, tapi jarak membuat saya terdiam."
Terjemahkan ke bahasa Indonesia baku.,Lewat doa yang sa minta agar cepat sa berjumpa,Lewat doa saya memohon agar segera kita berjumpa.
Terjemahkan ke bahasa Indonesia baku.,Tanya kabar hari ini su makan kah belom?,"Bertanya kabar, hari ini sudah makan atau belum?"
Terjemahkan ke bahasa Indonesia baku.,Da bikin apa sama siapa ko dimana sa rindu ko,"Lagi apa, sama siapa, kamu di mana, saya rindu kamu."
Terjemahkan ke bahasa Indonesia baku.,Cintaku ini jangan kau ragu,Cintaku ini jangan kamu ragukan.
Terjemahkan ke bahasa Indonesia baku.,Biar rindu ini 'kan menggebu,Biar rindu ini semakin menggebu.
Terjemahkan ke bahasa Indonesia baku.,Sa tetap tahan untuk menunggu,Saya tetap bertahan untuk menunggu.
Terjemahkan ke bahasa Indonesia baku.,"Sa rindu sa salah, Ko merasa mengalah","Saya rindu, saya salah, kamu merasa mengalah."
Terjemahkan ke bahasa Indonesia baku.,Tapi jarak deng waktu trakan buat sa lelah,Tapi jarak dan waktu tidak akan membuat saya lelah.
Terjemahkan ke bahasa Indonesia baku.,Sa bertahan demi ko pu cinta sa sumpah,"Saya bertahan demi cinta kamu, saya bersumpah."
Terjemahkan ke bahasa Indonesia baku.,"Sa biarkan waktu yang bicara, sa tra papa ikuti perantara","Saya biarkan waktu yang berbicara, saya tidak apa-apa mengikuti alur."
Terjemahkan ke bahasa Indonesia baku.,Sa percaya semua ini sementara,Saya percaya semua ini hanya sementara.
Terjemahkan ke bahasa Indonesia baku.,Ada waktu nanti bersatu berjalan satu arah,Akan ada waktu nanti untuk bersatu berjalan searah.
Terjemahkan ke bahasa Indonesia baku.,"Cinta harus ada perjuangan, bahagia tak semudah yang dipikirkan","Cinta harus ada perjuangan, kebahagiaan tidak semudah yang dipikirkan."
Terjemahkan ke bahasa Indonesia baku.,Untuk saat ini cukup sa jalani,Untuk saat ini cukup saya jalani.
Terjemahkan ke bahasa Indonesia baku.,Lama tak berjumpa sa rindu stengah mati,"Lama tak berjumpa, saya rindu setengah mati."
Terjemahkan ke bahasa Indonesia baku.,Tapi karna cinta bikin sa ikut menanti,Tapi karena cinta membuat saya ikut menanti.
Terjemahkan ke bahasa Indonesia baku.,Disaat sa rindu kadang sa marah,"Saat saya rindu, kadang saya marah."
Terjemahkan ke bahasa Indonesia baku.,Tapi mulut paksa hati 'tuk 'tak bicara,Tapi mulut memaksa hati untuk tidak bicara.
Terjemahkan ke bahasa Indonesia baku.,Maaf bila cinta tong begini,Maaf bila cinta kita seperti ini.
Terjemahkan ke bahasa Indonesia baku.,Sabar pasti sa akan kembali,"Bersabarlah, pasti saya akan kembali."
Terjemahkan ke bahasa Indonesia baku.,Biasa sa cinta satu sa pinta,"Biasa saya cinta, satu yang saya pinta."
Terjemahkan ke bahasa Indonesia baku.,Karna kalau sa su bilang,Karena kalau saya sudah bilang.
Terjemahkan ke bahasa Indonesia baku.,Sa trakan berpindah karna su sayang,Saya tidak akan berpindah karena sudah sayang.
Terjemahkan ke bahasa Indonesia baku.,Cukup jaga hati biar tambah cinta,Cukup jaga hati supaya tambah cinta.
Terjemahkan ke bahasa Indonesia baku.,Dan ini semua tentang hati,Dan ini semua tentang hati.
Terjemahkan ke bahasa Indonesia baku.,Janji tra mungkin sa ingkari,Janji tidak mungkin saya ingkari.
Terjemahkan ke bahasa Indonesia baku.,Ikat sa kuat atas nama cinta,Mengikat saya kuat atas nama cinta.
Terjemahkan ke bahasa Indonesia baku.,Sa tra suka paksa itu masalahnya,"Saya tidak suka dipaksa, itu masalahnya."
Terjemahkan ke bahasa Indonesia baku.,Cinta dan resah itu pelengkapnya,Cinta dan resah itu pelengkapnya.
Terjemahkan ke bahasa Indonesia baku.,Jang hanya datang dan tinggalkan lara,Jangan hanya datang dan meninggalkan luka.
Terjemahkan ke bahasa Indonesia baku.,Tra mendua sa berhenti mencari,"Tidak mendua, saya berhenti mencari."
Terjemahkan ke bahasa Indonesia baku.,Bilang pada sa kalo rindu,Bilang pada saya kalau rindu.
Terjemahkan ke bahasa Indonesia baku.,Pasti sa ada jangan ragu,Pasti saya ada jangan ragu.
Terjemahkan ke bahasa Indonesia baku.,Ko malah marah sampe lupa waktu,Kamu malah marah sampai lupa waktu.
Terjemahkan ke bahasa Indonesia baku.,Ko pikir semua itu cuma jalan,Kamu pikir semua itu hanya jalan.
Terjemahkan ke bahasa Indonesia baku.,Jadi jang takut sa ke lain hati,Jadi jangan takut saya ke lain hati.
Terjemahkan ke bahasa Indonesia baku.,Jaga hati biar sa makin cinta,Jaga hati supaya saya makin cinta.
Terjemahkan ke bahasa Indonesia baku.,Percaya rasa jang dengar cerita,Percaya perasaan jangan dengar cerita.
Terjemahkan ke bahasa Indonesia baku.,Sa nih su berjuang aiss percuma,"Aku sudah berjuang, tapi semuanya sia-sia"
Terjemahkan ke bahasa Indonesia baku.,Aeh biar sudah sa permisi lewat,"Ya sudah, aku pamit pergi"
Terjemahkan ke bahasa Indonesia baku.,Mungkin ko trabisa jadi sa pu lewa,Mungkin kamu memang bukan untukku
Terjemahkan ke bahasa Indonesia baku.,Sa nih su berjuang aiss percuma,"Aku sudah berjuang, tapi percuma"
Terjemahkan ke bahasa Indonesia baku.,Mungkin ko trabisa jadi sa pu lewa,Mungkin kamu tak bisa jadi milikku
Terjemahkan ke bahasa Indonesia baku.,Hati tarabisa macam susah merdeka,Hati ini terasa sulit untuk bebas
Terjemahkan ke bahasa Indonesia baku.,Simpan cinta dalam pikiran,Menyimpan cinta hanya dalam pikiran
Terjemahkan ke bahasa Indonesia baku.,Sa pergi awali hari tanpa ko,Aku pergi memulai hari tanpa kamu
Terjemahkan ke bahasa Indonesia baku.,Sedih faa nanti lagu yang jelaskan,Biarlah kesedihan ini dijelaskan lewat lagu
Terjemahkan ke bahasa Indonesia baku.,Sa bawa sa bawa dalam doa,Aku bawa namamu dalam doa
Terjemahkan ke bahasa Indonesia baku.,Ok good bless biar sa pamit,"Oke, Tuhan memberkati, aku pamit"
Terjemahkan ke bahasa Indonesia baku.,Hati tarabisa macam susah merdeka,Hati ini sulit untuk bebas
Terjemahkan ke bahasa Indonesia baku.,Karna su laju tapi ko rem,Karena hubungan sudah berjalan tapi kamu malah berhenti
Terjemahkan ke bahasa Indonesia baku.,Pigi dan trakan bikin sa game,Pergi dan tidak membuatku kuat lagi
Terjemahkan ke bahasa Indonesia baku.,Dua perangko su trada lem,Seperti dua perangko yang sudah tak ada lemnya
Terjemahkan ke bahasa Indonesia baku.,"Tempel tapi sulo, damn hey","Ditempel tapi tetap lepas, ya ampun"
Terjemahkan ke bahasa Indonesia baku.,Silahkan pigi bila ko senang,Silakan pergi kalau itu membuatmu bahagia
Terjemahkan ke bahasa Indonesia baku.,Kenangan ini nanti sa tebang,Kenangan ini nanti akan kuhapus
Terjemahkan ke bahasa Indonesia baku.,Saswar ayena wafur na be,(Ungkapan daerah: tanda perpisahan dan kesedihan)
Terjemahkan ke bahasa Indonesia baku.,"Roi befnak, bape yakara na",(Makna: doa agar tetap bahagia meski berpisah)
Terjemahkan ke bahasa Indonesia baku.,Saat ko patahkan sa pu hati ini,Saat kamu menghancurkan hatiku ini
Terjemahkan ke bahasa Indonesia baku.,Sa memang baru saja hadir dalam ko pu dunia,Aku memang baru saja hadir dalam hidupmu
Terjemahkan ke bahasa Indonesia baku.,Tapi sa yang slama ini temani ko,Tapi aku yang selama ini menemanimu
Terjemahkan ke bahasa Indonesia baku.,Kalo memang su tra bisa sayang sa menyerahi,"Kalau memang sudah tidak bisa lagi sayang, aku menyerah"
Terjemahkan ke bahasa Indonesia baku.,Dan su tara bisa lagi sa bertahan jika,Dan aku sudah tidak bisa bertahan lagi jika
Terjemahkan ke bahasa Indonesia baku.,Ko su tambah hati lain diantara kita,Kamu sudah menambah hati lain di antara kita
Terjemahkan ke bahasa Indonesia baku.,Dan percuma ko kasih ruang,Dan percuma kamu beri ruang
Terjemahkan ke bahasa Indonesia baku.,Sulit sa rasa saat ko patahkan sa pu hati ini,Sulit aku rasakan saat kamu hancurkan hatiku
Terjemahkan ke bahasa Indonesia baku.,Sa memang baru saja hadir dalam ko pu dunia,Aku memang baru saja hadir di hidupmu
Terjemahkan ke bahasa Indonesia baku.,Kalo memang tra bisa sayang,Kalau memang tidak bisa lagi sayang
Terjemahkan ke bahasa Indonesia baku.,Adakah di sana kau juga merasa,Apakah di sana kamu juga merasa
Terjemahkan ke bahasa Indonesia baku.,Keluh hati yang meresahkan otak,Keluhan hati yang membuat pikiran resah
Terjemahkan ke bahasa Indonesia baku.,Hingga saat ini sa cuma berharap,Hingga saat ini aku hanya bisa berharap
Terjemahkan ke bahasa Indonesia baku.,Tra bisa mo putar ulang kembali yang lama,Tidak bisa memutar kembali masa lalu
Terjemahkan ke bahasa Indonesia baku.,Coba waktu itu sa tra lepas ko pu tangan,Andai waktu itu aku tidak melepaskan tanganmu
Terjemahkan ke bahasa Indonesia baku.,Padahal sa tau sebenarnya ko,Padahal aku tahu sebenarnya kamu
Terjemahkan ke bahasa Indonesia baku.,Sa ingat beberapa moment lalu,Aku teringat beberapa momen lalu
Terjemahkan ke bahasa Indonesia baku.,Ombak teluk pukul bawa kembali rindu,Ombak di teluk membawa kembali rindu
Terjemahkan ke bahasa Indonesia baku.,Kalau sa tau begini dari dulu sa tra belok,"Kalau aku tahu begini, dari dulu aku tidak akan salah jalan"
Terjemahkan ke bahasa Indonesia baku.,Andai mo bilang tapi skarang su berbeda,"Andai ingin berkata, tapi sekarang sudah berbeda"
Terjemahkan ke bahasa Indonesia baku.,Covid su seles tapi ko bikin terjangkit,Covid sudah selesai tapi kamu membuatku terjangkit
Terjemahkan ke bahasa Indonesia baku.,Sa minum teh tapi knapa barasa pahit,Aku minum teh tapi rasanya pahit
Terjemahkan ke bahasa Indonesia baku.,Cinta sepanggal ini de bikin gila lalala,Cinta sepotong ini membuatku gila
Terjemahkan ke bahasa Indonesia baku.,Tatinggal di pikiran nanti jadi masalah lala yeah,Tertinggal di pikiran dan jadi masalah
Terjemahkan ke bahasa Indonesia baku.,Su tara bisa sa belai,Aku sudah tak bisa lagi membelai
Terjemahkan ke bahasa Indonesia baku.,Semua ini hancur hanya karna bakalai,Semua ini hancur hanya karena pertengkaran
Terjemahkan ke bahasa Indonesia baku.,Dan kini sa sesali lepas ko,Dan kini aku menyesal melepaskanmu
Terjemahkan ke bahasa Indonesia baku.,Ko su dimana deng sapa,Kamu sekarang di mana dan dengan siapa
Terjemahkan ke bahasa Indonesia baku.,Ko ada bikin apa,Sedang apa kamu di sana
Terjemahkan ke bahasa Indonesia baku.,Sa masih ingat ko pu senyum yang bikin,Aku masih ingat senyummu yang membuatku
Terjemahkan ke bahasa Indonesia baku.,Su berusaha buat ko bahagia,Aku sudah berusaha membuatmu bahagia
Terjemahkan ke bahasa Indonesia baku.,Dengan yang sa bisa,Dengan apa yang aku bisa
Terjemahkan ke bahasa Indonesia baku.,Ko tra bisa hidup tanpa dia,Kamu tak bisa hidup tanpa dia
Terjemahkan ke bahasa Indonesia baku.,Percuma sa juang semua,Percuma aku berjuang semua ini
Terjemahkan ke bahasa Indonesia baku.,Percuma selama ini setia,Percuma selama ini aku setia
Terjemahkan ke bahasa Indonesia baku.,"Bertahan dengan ko, namun tak sampai","Bertahan denganmu, namun tak sampai"
Terjemahkan ke bahasa Indonesia baku.,"Bunga yang indah, ko patah ditangkai","Bunga yang indah, kamu patahkan di tangkai"
Terjemahkan ke bahasa Indonesia baku.,"Padahal sa tulus, tra sekadar pakai","Padahal aku tulus, bukan sekadar main-main"
Terjemahkan ke bahasa Indonesia baku.,Percuma dulu sa jaga cinta kita,Percuma dulu aku menjaga cinta kita
Terjemahkan ke bahasa Indonesia baku.,Percuma dulu sa jaga dan setia,Percuma dulu aku menjaga dan setia
Terjemahkan ke bahasa Indonesia baku.,Percuma dulu sa kasih sa pu cinta,Percuma dulu aku memberimu cintaku
Terjemahkan ke bahasa Indonesia baku.,"Percuma, ko tra bisa tanpa dia","Percuma, kamu tak bisa tanpa dia"
Terjemahkan ke bahasa Indonesia baku.,Sa su berusaha kas bahagia kau,Aku sudah berusaha memberimu bahagia
Terjemahkan ke bahasa Indonesia baku.,"Namun, ingat dia, itu yang kau tau","Namun, kamu hanya ingat dia, itu yang kamu tahu"
Terjemahkan ke bahasa Indonesia baku.,"Percuma sa setia, kini sa yang harus jauh","Percuma aku setia, kini aku yang harus menjauh"
Terjemahkan ke bahasa Indonesia baku.,Ada Tuhan bisa beri sa donasi,Ada Tuhan yang bisa memberiku kekuatan
Terjemahkan ke bahasa Indonesia baku.,Walau hati berat untuk sa lepaskan,Walau hati berat untuk aku lepaskan
Terjemahkan ke bahasa Indonesia baku.,Mampukan hati tuk bisa dan harus relakan,Kuatkan hati untuk bisa dan harus merelakan
Terjemahkan ke bahasa Indonesia baku.,"Ko hanya sayang dia, hu-wo","Kamu hanya menyayangi dia, hu-wo"
Terjemahkan ke bahasa Indonesia baku.,Percuma sa juang semua (semua),Percuma aku berjuang semua ini
Terjemahkan ke bahasa Indonesia baku.,Percuma selama ini setia (setia),Percuma selama ini aku setia
Terjemahkan ke bahasa Indonesia baku.,"Biarkanlah sa yang terluka, ho-oh, hu-uh, hei","Biarkan aku yang terluka, ho-oh, hu-uh, hei"
Terjemahkan ke bahasa Indonesia baku.,Hanya sa yang ko perlu,Hanya aku yang kamu butuh
Terjemahkan ke bahasa Indonesia baku.,Ko tra mau bila ada yang lain,Kamu tak mau bila ada yang lain
Terjemahkan ke bahasa Indonesia baku.,Ko janji ko akan setia,Kamu janji kamu akan setia
Terjemahkan ke bahasa Indonesia baku.,Ko sangat pintar bagi ko pu waktu,Kamu sangat pintar membagi waktumu
Terjemahkan ke bahasa Indonesia baku.,Ko taruh sa bukan di nomor satu,Kamu taruh aku bukan di nomor satu
Terjemahkan ke bahasa Indonesia baku.,Habis ketemu de baru ko cari sa,Habis bertemu dia baru kamu cari aku
Terjemahkan ke bahasa Indonesia baku.,Ada ka ko pikir sakit yang sa rasa,Apa kamu pikir sakit yang aku rasakan
Terjemahkan ke bahasa Indonesia baku.,Alasan apa lagi yang ko mo kasih,Alasan apa lagi yang mau kamu kasih
Terjemahkan ke bahasa Indonesia baku.,Tra puas ka ko bikin sa begini,Tak puas kah kamu bikin aku begini
Terjemahkan ke bahasa Indonesia baku.,Sa su tra sanggup sa menyerah,"Aku sudah tak sanggup, aku menyerah"
Terjemahkan ke bahasa Indonesia baku.,Namun di persimpangan ko berbelok kepada dia,Namun di persimpangan kamu berbelok kepada dia
Terjemahkan ke bahasa Indonesia baku.,"Pada orang lain ko minta, ko hanya pikir diri sendiri","Pada orang lain kamu meminta, kamu hanya memikirkan dirimu sendiri"
Terjemahkan ke bahasa Indonesia baku.,Sa bukan dermaga untuk ko singgah sebentar lalu pergi,Aku bukan dermaga untuk kamu singgah sebentar lalu pergi
Terjemahkan ke bahasa Indonesia baku.,"Di mana ko pu perasaan, sehingga ko main sa hati","Di mana perasaanmu, sehingga kamu mainkan hatiku"
Terjemahkan ke bahasa Indonesia baku.,"Sa su tau semua, tra perlu untuk menjelaskan","Aku sudah tahu semua, tak perlu untuk menjelaskan"
