instruction,source,target
Terjemahkan ke bahasa Indonesia baku.,Masuk adat ko amin dengan ko,Masuk adat aku amin denganmu
Terjemahkan ke bahasa Indonesia baku.,Ketika sa pu lagu sampe sana,Ketika laguku sampai ke sana
Terjemahkan ke bahasa Indonesia baku.,Dorang selfie di pantai sore,Mereka selfie di pantai sore
Terjemahkan ke bahasa Indonesia baku.,Dorang selfie di pantai pagi,Mereka selfie di pantai pagi
Terjemahkan ke bahasa Indonesia baku.,Ingat sa curhat di tiap bait,Ingat aku curhat di tiap bait
Terjemahkan ke bahasa Indonesia baku.,tarakan sa kasih tinggal koi,aku tidak akan meninggalkanmu
Terjemahkan ke bahasa Indonesia baku.,Biar ko sampe ke ujung dunia,Biar kamu mencapai ujung dunia
Terjemahkan ke bahasa Indonesia baku.,"Asu, gas su jangan lama-lama","Hati-hati, jangan terlalu lama"
Terjemahkan ke bahasa Indonesia baku.,"Dan kalau ko tra trima, yeah","Dan jika kamu tidak terima, ya"
Terjemahkan ke bahasa Indonesia baku.,Cinta ni sa su jaga buat koi,Cinta ini akan kukawal untukmu
Terjemahkan ke bahasa Indonesia baku.,bukannya ko langsung berubah,bukannya kamu langsung berubah
Terjemahkan ke bahasa Indonesia baku.,Yoi sa masih pake nomor lama,Iya aku masih pakai nomor lama
Terjemahkan ke bahasa Indonesia baku.,Kaget-kaget tosa kan ikat ko,Kaget-kaget aku akan ikat kamu
Terjemahkan ke bahasa Indonesia baku.,Sa bermain bola dengan teman,Saya bermain bola dengan teman
Terjemahkan ke bahasa Indonesia baku.,Sa menulis surat untuk teman,Saya menulis surat untuk teman
Terjemahkan ke bahasa Indonesia baku.,Beta nikah dinda bulan depan,Saya menikahi dinda bulan depan
Terjemahkan ke bahasa Indonesia baku.,Ko masih sa pu love woo uooo,"Kamu masih aku cintai, woo uooo"
Terjemahkan ke bahasa Indonesia baku.,Senandung lagu ini untuk dia,Lagu ini ku nyanyikan untuk dia
Terjemahkan ke bahasa Indonesia baku.,Cinta bahkan harap akan hati,Cinta bahkan harapan dalam hati
Terjemahkan ke bahasa Indonesia baku.,biar ko sampe ke ujung dunia,biar kamu sampai ke ujung dunia
Terjemahkan ke bahasa Indonesia baku.,Kenangan ini nanti sa tebang,Kenangan ini nanti akan kuhapus
Terjemahkan ke bahasa Indonesia baku.,Kasih dia semua ko pu afeksi,Kamu berikan dia semua afeksimu
Terjemahkan ke bahasa Indonesia baku.,Tong main basket di lapangan,Kami bermain basket di lapangan
Terjemahkan ke bahasa Indonesia baku.,Tong main volley di lapangan,Kami bermain volley di lapangan
Terjemahkan ke bahasa Indonesia baku.,Perlahan nyata yang sa lihat,Perlahan saya lihat kenyataannya
Terjemahkan ke bahasa Indonesia baku.,Ko bikin sa baper sampe cape,Kamu buat aku baper sampai capek
Terjemahkan ke bahasa Indonesia baku.,Biar rindu ini 'kan menggebu,Biar rindu ini semakin menggebu.
Terjemahkan ke bahasa Indonesia baku.,Padahal sa tau sebenarnya ko,Padahal aku tahu sebenarnya kamu
Terjemahkan ke bahasa Indonesia baku.,Trada minyak goreng di dapur,Tidak ada minyak goreng di dapur
Terjemahkan ke bahasa Indonesia baku.,Dan bila ko terima sama saja,"Jika kamu menerima, itu sama saja"
Terjemahkan ke bahasa Indonesia baku.,Curiga dan coba percaya saja,Jangan curiga dan cobalah percaya
Terjemahkan ke bahasa Indonesia baku.,Janji tra mungkin sa ingkari,Janji tidak mungkin saya ingkari.
Terjemahkan ke bahasa Indonesia baku.,Sa pergi awali hari tanpa ko,Aku pergi memulai hari tanpa kamu
Terjemahkan ke bahasa Indonesia baku.,Sa bicara dengan teman dekat,Saya berbicara dengan teman dekat
Terjemahkan ke bahasa Indonesia baku.,Ko su jalan sama dorang bel?,Apakah kamu jalan bersama mereka?
Terjemahkan ke bahasa Indonesia baku.,Dong main bola di lapangan e,Mereka bermain bola di lapangan ya
Terjemahkan ke bahasa Indonesia baku.,"Lagu babunyi, tong badendang","Lagu berbunyi , gendang berdendang"
Terjemahkan ke bahasa Indonesia baku.,Tapi lama lama sa mulai rasa,Tapi lama-lama aku mulai merasakan
Terjemahkan ke bahasa Indonesia baku.,Sa su berjuang tapi sa kalah,"Aku sudah berjuang, tapi aku kalah"
Terjemahkan ke bahasa Indonesia baku.,Ko su tidur cukup malam ini?,Apakah kamu tidur cukup malam ini?
Terjemahkan ke bahasa Indonesia baku.,Ko su menonton TV malam ini?,Apakah kamu menonton TV malam ini?
Terjemahkan ke bahasa Indonesia baku.,Tra sama sprti yang ko ingin,Tak sama seperti yang kamu inginkan
Terjemahkan ke bahasa Indonesia baku.,Ko berubah tra seperti biasa,Kamu berubah tidak seperti biasanya
Terjemahkan ke bahasa Indonesia baku.,Stop tipu sa jangan menangis,"Berhenti menipu aku, jangan menangis"
Terjemahkan ke bahasa Indonesia baku.,Jarang-jarang sa niat begini,Jarang-jarang aku berniat seperti ini
Terjemahkan ke bahasa Indonesia baku.,Tra mau tra mau lagi deng ko,"Tidak mau, tidak mau lagi dengan kamu"
Terjemahkan ke bahasa Indonesia baku.,Dengar sayang sa rindu ko 2x,"Dengar sayang, aku rindu kamu dua kali"
Terjemahkan ke bahasa Indonesia baku.,Fly kaco tara pusing suasana,"Pergi gila-gilaan, tidak peduli suasana"
Terjemahkan ke bahasa Indonesia baku.,Biasa sa cinta satu sa pinta,"Biasa saya cinta, satu yang saya pinta."
Terjemahkan ke bahasa Indonesia baku.,Deng alasan ko mo rehab baby,"Dengan alasan kamu mau pemulihan, sayang"
Terjemahkan ke bahasa Indonesia baku.,Bukannya ko langsung berubah,Tetapi kamu langsung berubah begitu saja
Terjemahkan ke bahasa Indonesia baku.,Nothing baby ko yang memilih,"Tidak apa-apa, sayang, kamu yang memilih"
Terjemahkan ke bahasa Indonesia baku.,Cinta sa kasih bukan separuh,Cinta yang aku kasih bukan setengah hati
Terjemahkan ke bahasa Indonesia baku.,Silahkan pigi bila ko senang,Silakan pergi kalau itu membuatmu bahagia
Terjemahkan ke bahasa Indonesia baku.,Dan tra kan pernah sa mo off,Dan saya tidak akan pernah berhenti mencintaimu
Terjemahkan ke bahasa Indonesia baku.,Sa ada ni janji ni sa ada ni,Sa ada ni janji ni sa ada ni (Janji ku ada untukmu)
Terjemahkan ke bahasa Indonesia baku.,Sa tra suka ko tinggal miras,Saya tidak suka kalau kamu tinggal bersama minuman keras
Terjemahkan ke bahasa Indonesia baku.,Rindu deng ia kembali menyatu,Rindu dia kembali bersatu
Terjemahkan ke bahasa Indonesia baku.,"Tunggu sa nanti, pasti datang","Tunggu saya, pasti datang."
Terjemahkan ke bahasa Indonesia baku.,jangan ko pigi dan menghilang,jangan pergi dan menghilang
Terjemahkan ke bahasa Indonesia baku.,Yang bagus juga bukan de saja,Yang baik itu bukan cuma dia
Terjemahkan ke bahasa Indonesia baku.,Dulu ko paksa ko bilang setia,Dulu kamu paksa bilang setia
Terjemahkan ke bahasa Indonesia baku.,Satu botol habis ini karna ko,Satu botol habis karena kamu
Terjemahkan ke bahasa Indonesia baku.,Trada listrik mati di sekolah,Tidak ada listrik di sekolah
Terjemahkan ke bahasa Indonesia baku.,Yang mengerti ko tu cuma saya,Yang memahami kamu hanya saya
Terjemahkan ke bahasa Indonesia baku.,Sebenarnya ko hati untuk sapa,Sebenarnya hatimu untuk siapa
Terjemahkan ke bahasa Indonesia baku.,Dorang belajar bahasa Inggris,Mereka belajar bahasa Inggris
Terjemahkan ke bahasa Indonesia baku.,Ke kiri ke kiri trus ke kanan,Ke kiri ke kiri terus ke kanan
Terjemahkan ke bahasa Indonesia baku.,Mace oh jang lupa cakalang oh,"Tante, jangan lupa ikan cakalang"
Terjemahkan ke bahasa Indonesia baku.,Sa ingat beberapa moment lalu,Aku teringat beberapa momen lalu
Terjemahkan ke bahasa Indonesia baku.,"Ko tra lebih dari sapa mo, ey",Kamu tidak lebih dari siapa-siapa
Terjemahkan ke bahasa Indonesia baku.,Yang itu sa punya jang ganggu,"Itu yang aku punya, jangan ganggu"
Terjemahkan ke bahasa Indonesia baku.,Harus duduk dulu diam sejenak,Haruskah duduk diam sejenak dulu?
Terjemahkan ke bahasa Indonesia baku.,Dalam akhir bait sa mo bilang,Di akhir lagu ini saya mau bilang
Terjemahkan ke bahasa Indonesia baku.,Trada listrik di sekolah tong,Tidak ada listrik di sekolah kami
Terjemahkan ke bahasa Indonesia baku.,Hanya botol ini yang sa perlu,Hanya botol ini yang saya butuhkan
Terjemahkan ke bahasa Indonesia baku.,Sa yang temani pagi dan malam,Aku yang menemanimu pagi dan malam
Terjemahkan ke bahasa Indonesia baku.,Jauh kah dekat kesini merapat,"Jauh atau dekat, datanglah merapat"
Terjemahkan ke bahasa Indonesia baku.,"Jadi buktikan, bukan tangisan","Jadi buktikan, bukan hanya tangisan"
Terjemahkan ke bahasa Indonesia baku.,Sa tetap tahan untuk menunggu,Saya tetap bertahan untuk menunggu.
Terjemahkan ke bahasa Indonesia baku.,Biasa sa cinta coba ko pahami,"Biasa saya cinta, coba kamu pahami."
Terjemahkan ke bahasa Indonesia baku.,Pigi dan trakan bikin sa game,Pergi dan tidak membuatku kuat lagi
Terjemahkan ke bahasa Indonesia baku.,Sa su tra sanggup sa menyerah,"Aku sudah tak sanggup, aku menyerah"
Terjemahkan ke bahasa Indonesia baku.,Ko su membaca buku pelajaran?,Apakah kamu membaca buku pelajaran?
Terjemahkan ke bahasa Indonesia baku.,Ko su belajar bahasa Inggris?,Apakah kamu belajar bahasa Inggris?
Terjemahkan ke bahasa Indonesia baku.,Kam beli sayur di pasar malam,Mereka membeli sayur di pasar malam
Terjemahkan ke bahasa Indonesia baku.,Aman saja mo ngapain mo repot,"Santai saja, mau ngapain repot-repot"
Terjemahkan ke bahasa Indonesia baku.,Jang ko diam sembunyi dari sa,Jangan kamu diam dan sembunyi dariku
Terjemahkan ke bahasa Indonesia baku.,Kalo ko bisa sa relakan semua,"Kalau kamu mau, aku relakan semuanya"
Terjemahkan ke bahasa Indonesia baku.,Dorang ke kampus bareng teman,Mereka pergi ke kampus bersama teman
Terjemahkan ke bahasa Indonesia baku.,Trada baju baru di lemari kam,Tidak ada baju baru di lemari mereka
Terjemahkan ke bahasa Indonesia baku.,Kita pigi sekolah sama-sama e,Kita pergi ke sekolah bersama-sama ya
Terjemahkan ke bahasa Indonesia baku.,"Danke, su pernah ada untuk sa","Terima kasih, kamu pernah ada untukku"
Terjemahkan ke bahasa Indonesia baku.,Oh Tuhan tolong doa sa Sorong,"Oh Tuhan, tolong doakan aku di Sorong"
Terjemahkan ke bahasa Indonesia baku.,Jang takut seng ada yang lain,"Jangan takut, aku tidak akan berpaling"
Terjemahkan ke bahasa Indonesia baku.,Ada Tuhan bisa beri sa donasi,Ada Tuhan yang bisa memberiku kekuatan
Terjemahkan ke bahasa Indonesia baku.,Tapi ko kas luka tipu sa lagi,Tapi kamu kasih luka dan tipu aku lagi
Terjemahkan ke bahasa Indonesia baku.,Dan sini berkumpul duduk adat,Dan di sini semua berkumpul dengan adat
Terjemahkan ke bahasa Indonesia baku.,Ketemu ade nona kaka canggung,"Bertemu adik, nona, kaka terasa canggung"
Terjemahkan ke bahasa Indonesia baku.,Ko su pergi ke sekolah besok?,Apakah kamu akan pergi ke sekolah besok?
Terjemahkan ke bahasa Indonesia baku.,Biar sudah sayang sa mengalah,"Meskipun aku sayang, aku terpaksa mengalah"
Terjemahkan ke bahasa Indonesia baku.,Kasihan mungkin su trada cara,"Kasihan, mungkin memang tak punya cara lain"
Terjemahkan ke bahasa Indonesia baku.,Gaya sana sini jadi joki-joki,Gayanya di mana-mana seperti pemain cadangan
Terjemahkan ke bahasa Indonesia baku.,Kalo sa sayang ko su lama tau,"Saat aku mencintaimu, kamu sudah tahu sejak lama"
Terjemahkan ke bahasa Indonesia baku.,Huff baby ko pu mulut mau amis,Huff sayang mulutmu amis
Terjemahkan ke bahasa Indonesia baku.,Meski bersama waktu su berlalu,Meski waktu telah berlalu
Terjemahkan ke bahasa Indonesia baku.,Ko deng dia ada hubungan? kah?,Kamu dan dia ada hubungan??
Terjemahkan ke bahasa Indonesia baku.,Tuhan berkati pemerintah semua,Tuhan berkati semua pemimpin
Terjemahkan ke bahasa Indonesia baku.,Dulu kita libur s'lalu balikan,Dulu kita libur selalu kembali
Terjemahkan ke bahasa Indonesia baku.,di papua ada crita tentang dia,di Papua ada cerita tentang dia
Terjemahkan ke bahasa Indonesia baku.,Biarkan cinta tumbuh sebisanya,Biarkan cinta tumbuh sebisanya.
Terjemahkan ke bahasa Indonesia baku.,Adakah di sana kau juga merasa,Apakah di sana kamu juga merasa
Terjemahkan ke bahasa Indonesia baku.,Ade tra tidur dari tadi malam.,Adik tidak tidur dari tadi malam
Terjemahkan ke bahasa Indonesia baku.,Sa mulai membuat hubungan baik,Tapi aku mulai membaiki hubungan
Terjemahkan ke bahasa Indonesia baku.,"Percuma, ko tra bisa tanpa dia","Percuma, kamu tak bisa tanpa dia"
Terjemahkan ke bahasa Indonesia baku.,"Semua berubah, ko telah mendua","Semua berubah, kamu telah mendua"
Terjemahkan ke bahasa Indonesia baku.,Sa latihan gitar di ruang tamu,Saya latihan gitar di ruang tamu
Terjemahkan ke bahasa Indonesia baku.,Walau sakit semakin sa rasakan,Meski semakin aku merasakan sakit
Terjemahkan ke bahasa Indonesia baku.,Yooo melangkah jauh lebih baik,"Yup, melangkah menjauh lebih baik"
Terjemahkan ke bahasa Indonesia baku.,Pandangi jalan jangan berhenti,"Pandanglah jalan, jangan berhenti"
Terjemahkan ke bahasa Indonesia baku.,Tra perlu bicara cukup sa mabo,"Tak perlu bicara, cukup aku mabuk"
Terjemahkan ke bahasa Indonesia baku.,Dan jangan pernah pigi dari sa,Dan jangan pernah pergi dari saya
Terjemahkan ke bahasa Indonesia baku.,Untuk saat ini cukup sa jalani,Untuk saat ini cukup saya jalani.
Terjemahkan ke bahasa Indonesia baku.,Tong main layangan di lapangan,Kami bermain layangan di lapangan
Terjemahkan ke bahasa Indonesia baku.,Pasti sa curhat lagi depan mic,Pasti aku curhat lagi di depan mic
Terjemahkan ke bahasa Indonesia baku.,Sa cuma butuh sedikit sandaran,Saya hanya butuh sedikit sandaran.
Terjemahkan ke bahasa Indonesia baku.,Tra puas ka ko bikin sa begini,Tak puas kah kamu bikin aku begini
Terjemahkan ke bahasa Indonesia baku.,Nikmat ni sedap ye Asmter Gank,"Nikmat ini sedap, dari Amster Gank"
Terjemahkan ke bahasa Indonesia baku.,Tapi sekarang ko pigi deng dia,Tapi sekarang kamu pergi dengan dia
Terjemahkan ke bahasa Indonesia baku.,Anggap saja ini sebatas cobaan,Anggap saja ini hanya sebuah cobaan
Terjemahkan ke bahasa Indonesia baku.,Jangan sampe ko tra ada tempat,Jangan sampai kamu kehabisan tempat
Terjemahkan ke bahasa Indonesia baku.,Sa deng cerita harus usai kah?,"Aku dengar cerita, haruskah selesai?"
Terjemahkan ke bahasa Indonesia baku.,Tra mendua sa berhenti mencari,"Tidak mendua, saya berhenti mencari."
Terjemahkan ke bahasa Indonesia baku.,Sa su berusaha kas bahagia kau,Aku sudah berusaha memberimu bahagia
Terjemahkan ke bahasa Indonesia baku.,Ko sei sudah dari pada masalah,Kamu sudah selesai dari semua masalah
Terjemahkan ke bahasa Indonesia baku.,Kalo ko tu tra pernah ada rasa,Bahwa kamu tidak pernah punya perasaan
Terjemahkan ke bahasa Indonesia baku.,Berawal dari cinta yang kemari,Berawal dari cinta yang datang ke sini
Terjemahkan ke bahasa Indonesia baku.,Kam lagi main bola di lapangan,Mereka sedang bermain bola di lapangan
Terjemahkan ke bahasa Indonesia baku.,Yang terbaik sa cuma punya ini,Aku hanya bisa berikan yang terbaik ini
Terjemahkan ke bahasa Indonesia baku.,Sa percaya semua ini sementara,Saya percaya semua ini hanya sementara.
Terjemahkan ke bahasa Indonesia baku.,Ludah-ludah dong yang tra suka,Ludah-ludah untuk mereka yang tidak suka
Terjemahkan ke bahasa Indonesia baku.,Bujuk pelan rindu yang menikam,Redakan perlahan rasa rindu yang menusuk
Terjemahkan ke bahasa Indonesia baku.,Ah pleh cinta sa ada ni Anjani,"Aku rela mencintaimu sepenuh hati, Anjani"
Terjemahkan ke bahasa Indonesia baku.,Mungkin satu dari kam su bosan,Mungkin salah satu dari kalian sudah bosan
Terjemahkan ke bahasa Indonesia baku.,Dermaga hati ini biarkan usang,Biarkan hati ini jadi pelabuhan yang ditinggal
Terjemahkan ke bahasa Indonesia baku.,Sa su tau ko ada sembunyi dari,Saya sudah tahu kamu sedang sembunyi dari saya
Terjemahkan ke bahasa Indonesia baku.,Ko pu manis itu sungguh menawan,Manismu sungguh memikat
Terjemahkan ke bahasa Indonesia baku.,Ko pu tawa hanya tinggal kenang,Tawamu hanyalah kenangan
Terjemahkan ke bahasa Indonesia baku.,Sekejap sa pu isi hati tertawan,Seketika hatiku tertawan
Terjemahkan ke bahasa Indonesia baku.,"Enak, play song lagu disko dong","Enak, putar lagu disko lah"
Terjemahkan ke bahasa Indonesia baku.,Ko sombong sampe stelan lupa sa,Kamu sombong sampai lupa aku
Terjemahkan ke bahasa Indonesia baku.,Jalan sombong arah-arah kampong,Jalan sombong menuju kampung
Terjemahkan ke bahasa Indonesia baku.,Jang ko terlalu ko dengar ko pu,Terlalu kamu mendengar temanmu
Terjemahkan ke bahasa Indonesia baku.,Strika jalan licin macam rapika,Jalan yang licin seperti Rapika
Terjemahkan ke bahasa Indonesia baku.,Dong main bola di lapangan kah?,Mereka bermain bola di lapangan?
Terjemahkan ke bahasa Indonesia baku.,Dan semua itu tabawa deng waktu,Dan semua itu terbawa oleh waktu
Terjemahkan ke bahasa Indonesia baku.,Jangan lupa pala inga di kepala,Jangan lupa pala ingat di kepala
Terjemahkan ke bahasa Indonesia baku.,Apa lagi buang muka kaka gelisa,Apalagi buang muka kakak gelisah
Terjemahkan ke bahasa Indonesia baku.,Pas mana ada yang bisa gantikan,Tidak ada yang bisa menggantikan
Terjemahkan ke bahasa Indonesia baku.,Karna dar sabang sampai merauke,Karena dari Sabang sampai Merauke
Terjemahkan ke bahasa Indonesia baku.,Sa tidur sebentar di ruang tamu,Saya tidur sebentar di ruang tamu
Terjemahkan ke bahasa Indonesia baku.,Dorang masak sayur di sore hari,Mereka memasak sayur di sore hari
Terjemahkan ke bahasa Indonesia baku.,Sa scroll media sosial sebentar,Saya scroll media sosial sebentar
Terjemahkan ke bahasa Indonesia baku.,Dong su baku pukul di lapangan.,Mereka sudah berkelahi di lapangan
Terjemahkan ke bahasa Indonesia baku.,Sekian sa liat demikian ko buat,Setter lihat apa yang kamu lakukan
Terjemahkan ke bahasa Indonesia baku.,Dan yang satu mulai cari alasan,Dan yang satunya mulai cari alasan
Terjemahkan ke bahasa Indonesia baku.,Calling sa tara usah pake drama,Telepon aku tidak usah pakai drama
Terjemahkan ke bahasa Indonesia baku.,Mungkin hari ini de rasa menang,Mungkin hari ini dia merasa menang
Terjemahkan ke bahasa Indonesia baku.,Bah kawan sa maetua orang salah,"Aduh kawan, orangtuaku salah paham"
Terjemahkan ke bahasa Indonesia baku.,Tapi mungkin de yang ko impikan,Tapi mungkin dia yang kamu impikan
Terjemahkan ke bahasa Indonesia baku.,Saat ko patahkan sa pu hati ini,Saat kamu menghancurkan hatiku ini
Terjemahkan ke bahasa Indonesia baku.,Ko taruh sa bukan di nomor satu,Kamu taruh aku bukan di nomor satu
Terjemahkan ke bahasa Indonesia baku.,Kam belajar matematika di rumah,Mereka belajar matematika di rumah
Terjemahkan ke bahasa Indonesia baku.,Tong main layangan di sore hari,Kami bermain layangan di sore hari
Terjemahkan ke bahasa Indonesia baku.,Mimpi yang trang ko yang jalani,"Mimpi yang terang, kamu yang jalani"
Terjemahkan ke bahasa Indonesia baku.,Disaat sa rindu kadang sa marah,"Saat saya rindu, kadang saya marah."
Terjemahkan ke bahasa Indonesia baku.,Ko malah marah sampe lupa waktu,Kamu malah marah sampai lupa waktu.
Terjemahkan ke bahasa Indonesia baku.,Percuma dulu sa jaga cinta kita,Percuma dulu aku menjaga cinta kita
Terjemahkan ke bahasa Indonesia baku.,Hubungan ni ko yang begitu niat,Hubungan ini dulu kamu yang semangat
Terjemahkan ke bahasa Indonesia baku.,ko sombong sampe stelan lupa sa,kamu sombong sampai gayanya lupa aku
Terjemahkan ke bahasa Indonesia baku.,Sa tra kan mo pergi kas tinggal,Saya tidak akan pergi meninggalkanmu
Terjemahkan ke bahasa Indonesia baku.,Jadi jang takut sa ke lain hati,Jadi jangan takut saya ke lain hati.
Terjemahkan ke bahasa Indonesia baku.,Sampe di Agats lanjut ke Timika,Sampai di Agats lalu lanjut ke Timika
Terjemahkan ke bahasa Indonesia baku.,Sa su bilang de tu cuma singgah,Aku sudah bilang dia itu cuma singgah
Terjemahkan ke bahasa Indonesia baku.,Tara perlu lagi ko mau tentukan,Tidak perlu lagi kamu yang menentukan
Terjemahkan ke bahasa Indonesia baku.,Ko su mendengar radio pagi ini?,Apakah kamu mendengar radio pagi ini?
Terjemahkan ke bahasa Indonesia baku.,Ko su mendengarkan musik keras?,Apakah kamu mendengarkan musik keras?
Terjemahkan ke bahasa Indonesia baku.,Ko su mendengar musik di radio?,Apakah kamu mendengar musik di radio?
Terjemahkan ke bahasa Indonesia baku.,"Bersandar deng harap, sa berdoa","Bersandar dengan harapan, saya berdoa."
Terjemahkan ke bahasa Indonesia baku.,Percaya rasa jang dengar cerita,Percaya perasaan jangan dengar cerita.
Terjemahkan ke bahasa Indonesia baku.,Keluh hati yang meresahkan otak,Keluhan hati yang membuat pikiran resah
Terjemahkan ke bahasa Indonesia baku.,Ko pu sempurna bikin sa terlena,Kamu begitu sempurna sampai aku terpesona
Terjemahkan ke bahasa Indonesia baku.,Barang ini yang bikin sa begini,Hal inilah yang membuat saya seperti ini.
Terjemahkan ke bahasa Indonesia baku.,Apalagi buang muka kaka gelisah,"Bahkan saat kamu membuang muka, aku gelisah"
Terjemahkan ke bahasa Indonesia baku.,Sa mo mabuk skali baru sa masuk,Aku mau benar-benar mabuk dulu baru aku masuk
Terjemahkan ke bahasa Indonesia baku.,Kalo de su deng ko sa malas tau,"Jika dia sudah dengannya, aku tidak peduli lagi"
Terjemahkan ke bahasa Indonesia baku.,Tapi nyatanya sangat menjangkit,Tapi nyatanya sangat menular (bikin jatuh cinta)
Terjemahkan ke bahasa Indonesia baku.,Jadi jalan su deng de muka lucu,Akhirnya aku pergi dengan muka tertawa tapi hati sakit
Terjemahkan ke bahasa Indonesia baku.,Sampe kapan ko mo toki sa terus,Sampai kapan kamu mau pukul aku terus (menyakitiku terus)
Terjemahkan ke bahasa Indonesia baku.,Percuma selama ini setia (setia),Percuma selama ini aku setia
Terjemahkan ke bahasa Indonesia baku.,Jang ada slak-slak tahan sa dulu,"Jangan ribet, tahan saya dulu"
Terjemahkan ke bahasa Indonesia baku.,Tapi ko masih mo kasi tunjuk ego,Kamu masih mau pamerkan egomu
Terjemahkan ke bahasa Indonesia baku.,Adooo sayang ee ko bagaimana kah,"Aduh sayang, bagaimana denganmu?"
Terjemahkan ke bahasa Indonesia baku.,Dorang bilang tetap saja beda na,Mereka bilang tetap saja berbeda
Terjemahkan ke bahasa Indonesia baku.,Stengah mati sa su jaga buat koi,Setengah mati akan kujaga untukmu
Terjemahkan ke bahasa Indonesia baku.,"Hm, jadi coba paksa berdiri saja","Ayo, coba paksa diri berdiri saja"
Terjemahkan ke bahasa Indonesia baku.,Anjani-anjani kaka sayang sekali,Anjani Anjani kakak sayang sekali
Terjemahkan ke bahasa Indonesia baku.,Cinta dan resah itu pelengkapnya,Cinta dan resah itu pelengkapnya.
Terjemahkan ke bahasa Indonesia baku.,Jujur sa sayang ko membingungkan,"Jujur sayang, kamu membingungkan."
Terjemahkan ke bahasa Indonesia baku.,"Mantan, usahakan ko bisa lupakan",Mantanusahakan kamu bisa melupakan
Terjemahkan ke bahasa Indonesia baku.,Kita pigi sekolah sama-sama kah?,Kita pergi ke sekolah bersama-sama?
Terjemahkan ke bahasa Indonesia baku.,Sio paling manis saat pakai gaun,Wow paling cantik saat memakai gaun
Terjemahkan ke bahasa Indonesia baku.,tetap ada sa dan ko akan kembali,tetap ada aku dan kamu akan kembali
Terjemahkan ke bahasa Indonesia baku.,Sa coba berjuan itu hati ka batu,Aku coba berjuang tapi hatimu keras
Terjemahkan ke bahasa Indonesia baku.,Dan jangan pernah pigi dari sa..,Dan jangan pernah pergi dari saya..
Terjemahkan ke bahasa Indonesia baku.,Tapi sa yang slama ini temani ko,Tapi aku yang selama ini menemanimu
Terjemahkan ke bahasa Indonesia baku.,Alasan apa lagi yang ko mo kasih,Alasan apa lagi yang mau kamu kasih
Terjemahkan ke bahasa Indonesia baku.,Ko pu gelisah sa yang kas tenang,"Kamu gelisah, aku yang menenangkanmu"
Terjemahkan ke bahasa Indonesia baku.,ioo rindu ini su lama sa su taro,"iya, rindu ini sudah lama aku simpan"
Terjemahkan ke bahasa Indonesia baku.,Panta serong pigi stom tiga kali,Kapal serong pergi menabrak tiga kali
Terjemahkan ke bahasa Indonesia baku.,"Dobo, Kaimana, Fak-Fak ke Sorong","Dari Dobo, Kaimana, Fak-Fak ke Sorong"
Terjemahkan ke bahasa Indonesia baku.,Pace de pu senyum tu bikin sakit,Senyummu itu membuat sakit (terpikat)
Terjemahkan ke bahasa Indonesia baku.,Jang ada yang mo ganggu tong dua,Jangan ada yang mengganggu kita berdua
Terjemahkan ke bahasa Indonesia baku.,Anjani Anjani kaka sayang sekali,"Anjani, Anjani, aku sangat mencintaimu"
Terjemahkan ke bahasa Indonesia baku.,Sio sa terima jika pisah deng ko,Jadi aku terima jika berpisah denganmu
Terjemahkan ke bahasa Indonesia baku.,Su timbul rasa ini sumpah-sumpah,"Sudah muncul rasa ini, sungguh-sungguh"
Terjemahkan ke bahasa Indonesia baku.,ko pu gelisah sa yang kas tenang,saat kamu gelisah aku yang menenangkan
Terjemahkan ke bahasa Indonesia baku.,Sa yang temani ko disetiap waktu,Aku yang menemani kamu di setiap waktu
Terjemahkan ke bahasa Indonesia baku.,Sudah ko mengerti ataukah belum?,Apakah kamu sudah mengerti atau belum?
Terjemahkan ke bahasa Indonesia baku.,Sa tetap cinta walo tra bersuara,Saya tetap cinta walau tidak bersuara.
Terjemahkan ke bahasa Indonesia baku.,Ko su menulis surat untuk teman?,Apakah kamu menulis surat untuk teman?
Terjemahkan ke bahasa Indonesia baku.,Tetap ada sa dan ko akan kembali,Aku tetap di sini dan kamu akan kembali
Terjemahkan ke bahasa Indonesia baku.,"Ko jual saja, pasti dong belanja","Jual saja dia, pasti ada yang menampung"
Terjemahkan ke bahasa Indonesia baku.,Sa mau ko tapi de yang ko sayang,"Aku mau kamu, tapi dia yang kamu sayang"
Terjemahkan ke bahasa Indonesia baku.,Serumit apapun yang tong jalanin,Serumit apapun yang kita jalani bersama
Terjemahkan ke bahasa Indonesia baku.,Mo kas tinggal sa rasa tra brani,Mau tinggalkan aku rasanya tidak berani
Terjemahkan ke bahasa Indonesia baku.,Bisakah terima ini dengan tenang,Bisakah kamu menerima ini dengan tenang
Terjemahkan ke bahasa Indonesia baku.,Hingga saat ini sa cuma berharap,Hingga saat ini aku hanya bisa berharap
Terjemahkan ke bahasa Indonesia baku.,Slalu berharap mimpi deng khayal,Selalu berharap mimpi bersama khayalanmu
Terjemahkan ke bahasa Indonesia baku.,Rindu ini biar sa curhat di lagu,Rindu ini biar saya curahkan dalam lagu.
Terjemahkan ke bahasa Indonesia baku.,Sa tra suka paksa itu masalahnya,"Saya tidak suka dipaksa, itu masalahnya."
Terjemahkan ke bahasa Indonesia baku.,Sa su berusaha kasih yang ko mau,Aku sudah berusaha memberi yang kamu mau
